,nation,player_name,team,url
13320,Korea Republic,Jeong Dong Yun,GwangJu FC,https://www.fifaindex.com/player/233281/jeong-dong-yun/
13321,Denmark,Viktor Tranberg,FC Nordsj©¡lland,https://www.fifaindex.com/player/233213/viktor-tranberg/
13322,Japan,Sei Muroya,F.C. Tokyo,https://www.fifaindex.com/player/233207/sei-muroya/
13323,Austria,Xaver Schlager,RB Salzburg,https://www.fifaindex.com/player/233195/xaver-schlager/
13324,Switzerland,Cedric Itten,FC Basel,https://www.fifaindex.com/player/233139/cedric-itten/
13325,Portugal,Pedro Marques,Pa?os Ferreira,https://www.fifaindex.com/player/233132/pedro-marques/
13326,England,Rob Vincent,D.C. United,https://www.fifaindex.com/player/233077/rob-vincent/
13327,Japan,Akito Kawamoto,Ventforet Kofu,https://www.fifaindex.com/player/232993/akito-kawamoto/
13328,Japan,Ryohei Arai,Ventforet Kofu,https://www.fifaindex.com/player/232987/ryohei-arai/
13329,Japan,Yuki Hashizume,Ventforet Kofu,https://www.fifaindex.com/player/232982/yuki-hashizume/
13330,Japan,Masaru Matsuhashi,Ventforet Kofu,https://www.fifaindex.com/player/232978/masaru-matsuhashi/
13331,Japan,Ryo Shinzato,Ventforet Kofu,https://www.fifaindex.com/player/232977/ryo-shinzato/
13332,Japan,Hiroto Hatao,Ventforet Kofu,https://www.fifaindex.com/player/232974/hiroto-hatao/
13333,Japan,Yu Tamura,Urawa Diamonds,https://www.fifaindex.com/player/232945/yu-tamura/
13334,Japan,Naoyuki Fujita,Vissel Kobe,https://www.fifaindex.com/player/232919/naoyuki-fujita/
13335,Japan,Yudai Tanaka,Hokkaido Consadole Sapporo,https://www.fifaindex.com/player/232892/yudai-tanaka/
13336,Japan,Hayao Kawabe,Iwata,https://www.fifaindex.com/player/232823/hayao-kawabe/
13337,Japan,Kosuke Yamamoto,Iwata,https://www.fifaindex.com/player/232820/kosuke-yamamoto/
13338,Argentina,Joaqu?n Ib??ez,Sarand?,https://www.fifaindex.com/player/232801/joaqu%C3%ADn-ib%C3%A1%C3%B1ez/
13339,Japan,Takashi Kanai,Yokohama F¡¤Marinos,https://www.fifaindex.com/player/232793/takashi-kanai/
13340,Brazil,Mateus,Omiya Ardija,https://www.fifaindex.com/player/232787/mateus/
13341,Japan,Yuzo Kobayashi,Sagan Tosu,https://www.fifaindex.com/player/232776/yuzo-kobayashi/
13342,Croatia,Filip Lon?ari?,Troms©ª IL,https://www.fifaindex.com/player/232762/filip-lon%C4%8Dari%C4%87/
13343,Japan,Kohei Yamakoshi,Omiya Ardija,https://www.fifaindex.com/player/232744/kohei-yamakoshi/
13344,Japan,Yoshiaki Ota,Iwata,https://www.fifaindex.com/player/232740/yoshiaki-ota/
13345,Argentina,Daniel Sappa,Estudiantes,https://www.fifaindex.com/player/232713/daniel-sappa/
13346,Argentina,Milton Valenzuela,Newell's,https://www.fifaindex.com/player/232708/milton-valenzuela/
13347,Japan,Ko Shimura,Iwata,https://www.fifaindex.com/player/232678/ko-shimura/
13348,Japan,Shohei Ogura,Ventforet Kofu,https://www.fifaindex.com/player/232640/shohei-ogura/
13349,Japan,Yusuke Minagawa,Sanfrecce Hiroshima,https://www.fifaindex.com/player/232614/yusuke-minagawa/
13350,Japan,Takuya Marutani,Sanfrecce Hiroshima,https://www.fifaindex.com/player/232613/takuya-marutani/
13351,Nigeria,Shuaibu Lalle Ibrahim,FK Haugesund,https://www.fifaindex.com/player/232559/shuaibu-lalle-ibrahim/
13352,Argentina,Facundo Cobos,Godoy Cruz,https://www.fifaindex.com/player/232515/facundo-cobos/
13353,Japan,Yusuke Chajima,Sanfrecce Hiroshima,https://www.fifaindex.com/player/232513/yusuke-chajima/
13354,Japan,Naoki Sugai,Vegalta Sendai,https://www.fifaindex.com/player/232471/naoki-sugai/
13355,Japan,Hirotaka Mita,Vegalta Sendai,https://www.fifaindex.com/player/232467/hirotaka-mita/
13356,Japan,Hiroshi Futami,Shimizu,https://www.fifaindex.com/player/232455/hiroshi-futami/
13357,Japan,Kentaro Seki,Vegalta Sendai,https://www.fifaindex.com/player/232448/kentaro-seki/
13358,Netherlands,Moussa Sanoh,Crawley Town,https://www.fifaindex.com/player/232436/moussa-sanoh/
13359,Japan,Naoki Ishihara,Vegalta Sendai,https://www.fifaindex.com/player/232379/naoki-ishihara/
13360,Japan,Daisuke Nasu,Urawa Diamonds,https://www.fifaindex.com/player/232369/daisuke-nasu/
13361,Japan,Nao Iwadate,Urawa Diamonds,https://www.fifaindex.com/player/232366/nao-iwadate/
13362,Nigeria,Abdullahi Nura,Roma,https://www.fifaindex.com/player/232340/abdullahi-nura/
13363,Australia,Thomas Glover,Central Coast,https://www.fifaindex.com/player/232110/thomas-glover/
13364,Sweden,Patrik Karlsson Lagemyr,IFK G?teborg,https://www.fifaindex.com/player/232057/patrik-karlsson-lagemyr/
13365,Finland,Akseli Pelvas,HJK Helsinki,https://www.fifaindex.com/player/232023/akseli-pelvas/
13366,Mexico,Aaron Guillen,FC Dallas,https://www.fifaindex.com/player/232019/aaron-guillen/
13367,Guinea,Hadji Barry,Orlando City,https://www.fifaindex.com/player/232018/hadji-barry/
13368,Senegal,Moustapha Seck,Empoli,https://www.fifaindex.com/player/231917/moustapha-seck/
13369,England,Yan Dhanda,Liverpool,https://www.fifaindex.com/player/231863/yan-dhanda/
13370,Spain,?ngel,Valencia CF,https://www.fifaindex.com/player/231750/%C3%A1ngel/
13371,Spain,Miguel?n,Villarreal CF,https://www.fifaindex.com/player/231749/miguel%C3%B3n/
13372,Saudi Arabia,Abdulmohsen Fallatah,Al Qadisiyah,https://www.fifaindex.com/player/231735/abdulmohsen-fallatah/
13373,Australia,Ruon Tongyik,Melbourne City,https://www.fifaindex.com/player/231678/ruon-tongyik/
13374,Venezuela,Carlos Cerme?o,FC Dallas,https://www.fifaindex.com/player/231597/carlos-cerme%C3%B1o/
13375,England,James Justin,Luton Town,https://www.fifaindex.com/player/231554/james-justin/
13376,Belgium,Casper De Norre,Sint-Truiden,https://www.fifaindex.com/player/231423/casper-de-norre/
13377,Mexico,Juan Manuel ?lvarez,Monterrey,https://www.fifaindex.com/player/231319/juan-manuel-%C3%A1lvarez/
13378,France,Dorian Caddy,US Quevilly Rouen,https://www.fifaindex.com/player/231226/dorian-caddy/
13379,Slovenia,Domen Crnigoj,FC Lugano,https://www.fifaindex.com/player/231137/domen-crnigoj/
13380,Brazil,Marlinho,Aalesunds FK,https://www.fifaindex.com/player/231124/marlinho/
13381,Russia,Zelimkhan Bakaev,Spartak Moscow,https://www.fifaindex.com/player/231113/zelimkhan-bakaev/
13382,France,Alexandre Olliero,FC Nantes,https://www.fifaindex.com/player/231105/alexandre-olliero/
13383,Uruguay,Jaime B?ez,Pescara,https://www.fifaindex.com/player/231050/jaime-b%C3%A1ez/
13384,England,Joe Aribo,Charlton Ath,https://www.fifaindex.com/player/231044/joe-aribo/
13385,Switzerland,Jo?l Keller,FC St. Pauli,https://www.fifaindex.com/player/231038/jo%C3%ABl-keller/
13386,Spain,Ian Soler,M?laga CF,https://www.fifaindex.com/player/231016/ian-soler/
13387,Portugal,Asumah,Willem II,https://www.fifaindex.com/player/231014/asumah/
13388,Italy,Marco Firenze,Vercelli,https://www.fifaindex.com/player/230983/marco-firenze/
13389,Germany,Alexander Sorge,FSV Zwickau,https://www.fifaindex.com/player/230928/alexander-sorge/
13390,Republic of Ireland,Joe Quigley,Newport County,https://www.fifaindex.com/player/230881/joe-quigley/
13391,England,Matt Butcher,Bournemouth,https://www.fifaindex.com/player/230876/matt-butcher/
13392,Mexico,Alan Mozo,U.N.A.M.,https://www.fifaindex.com/player/230829/alan-mozo/
13393,Italy,Marco Festa,Crotone,https://www.fifaindex.com/player/230631/marco-festa/
13394,Germany,Florian Kohls,W?rzburger Kickers,https://www.fifaindex.com/player/230583/florian-kohls/
13395,Netherlands,Alessio Da Cruz,Novara,https://www.fifaindex.com/player/230557/alessio-da-cruz/
13396,DR Congo,Stephan? Mvibudulu,SV Wehen,https://www.fifaindex.com/player/230534/stephan%C3%A9-mvibudulu/
13397,Brazil,Thio Rolim,Atl?tico-GO,https://www.fifaindex.com/player/230462/thio-rolim/
13398,Brazil,Rodrigo Vuarte,Vit?ria,https://www.fifaindex.com/player/230349/rodrigo-vuarte/
13399,Brazil,Leandro Pestanha,Ava?,https://www.fifaindex.com/player/230325/leandro-pestanha/
13400,Scotland,Adam Frizzell,Kilmarnock,https://www.fifaindex.com/player/230163/adam-frizzell/
13401,Germany,Sebastian Stolze,SSV Jahn,https://www.fifaindex.com/player/229923/sebastian-stolze/
13402,Netherlands,Julian Lelieveld,Vitesse,https://www.fifaindex.com/player/229907/julian-lelieveld/
13403,Australia,Harry Ascroft,Central Coast,https://www.fifaindex.com/player/229897/harry-ascroft/
13404,Costa Rica,Ariel Lassiter,LA Galaxy,https://www.fifaindex.com/player/229881/ariel-lassiter/
13405,Colombia,Ever Valencia,Indep. Medell?n,https://www.fifaindex.com/player/229843/ever-valencia/
13406,Austria,Nico Antonitsch,FSV Zwickau,https://www.fifaindex.com/player/229815/nico-antonitsch/
13407,Germany,Steffen Nkansah,Braunschweig,https://www.fifaindex.com/player/229756/steffen-nkansah/
13408,United States,Mario Rodr?guez,SG Sonnenhof Gro©¬aspach,https://www.fifaindex.com/player/229755/mario-rodr%C3%ADguez/
13409,Germany,Tsiy-William Ndenge,Roda JC,https://www.fifaindex.com/player/229753/tsiy-william-ndenge/
13410,Argentina,Emiliano Ozuna,Temperley,https://www.fifaindex.com/player/229751/emiliano-ozuna/
13411,Belgium,C?lestin Djim,Roda JC,https://www.fifaindex.com/player/229711/c%C3%A9lestin-djim/
13412,Slovenia,Filip Valen?i?,HJK Helsinki,https://www.fifaindex.com/player/229664/filip-valen%C4%8Di%C4%8D/
13413,Denmark,Christian K©ªhler,FC Helsing©ªr,https://www.fifaindex.com/player/229647/christian-k%C3%B8hler/
13414,Uruguay,Felipe Carvalho,Malm? FF,https://www.fifaindex.com/player/229619/felipe-carvalho/
13415,Colombia,Sebasti?n Mac?as,Indep. Medell?n,https://www.fifaindex.com/player/229557/sebasti%C3%A1n-mac%C3%ADas/
13416,Cameroon,Michel Espinosa,Clermont Foot,https://www.fifaindex.com/player/229555/michel-espinosa/
13417,Spain,Mayoral,Real Valladolid,https://www.fifaindex.com/player/229516/mayoral/
13418,Germany,Mike Steven B?hre,Hannover 96,https://www.fifaindex.com/player/229477/mike-steven-b%C3%A4hre/
13419,France,Rapha?l Diarra,AS Monaco,https://www.fifaindex.com/player/229450/rapha%C3%ABl-diarra/
13420,Japan,Ariajasuru Hasegawa,Omiya Ardija,https://www.fifaindex.com/player/229355/ariajasuru-hasegawa/
13421,Germany,Mart Ristl,FC Sochaux,https://www.fifaindex.com/player/229353/mart-ristl/
13422,England,Antonee Robinson,Bolton,https://www.fifaindex.com/player/229348/antonee-robinson/
13423,United States,Shawn Maurice Barry,Korona Kielce,https://www.fifaindex.com/player/229300/shawn-maurice-barry/
13424,Germany,Dave Gnaase,1. FC Heidenheim,https://www.fifaindex.com/player/229285/dave-gnaase/
13425,Germany,Dominik Widemann,1. FC Heidenheim,https://www.fifaindex.com/player/229284/dominik-widemann/
13426,France,Moussa Diallo,AJ Auxerre,https://www.fifaindex.com/player/229169/moussa-diallo/
13427,England,James Clarke,Bristol Rovers,https://www.fifaindex.com/player/229126/james-clarke/
13428,Netherlands,Crescendo van Berkel,Sandefjord,https://www.fifaindex.com/player/229116/crescendo-van-berkel/
13429,Belgium,Nathan De Medina,Royal Mouscron,https://www.fifaindex.com/player/229107/nathan-de-medina/
13430,England,Bailey Peacock-Farrell,Leeds United,https://www.fifaindex.com/player/229091/bailey-peacock-farrell/
13431,Germany,Marco Hober,Sportfreunde Lotte,https://www.fifaindex.com/player/229066/marco-hober/
13432,England,Charlie Goode,Scunthorpe Utd,https://www.fifaindex.com/player/228997/charlie-goode/
13433,Germany,Marcel Engelhardt,Braunschweig,https://www.fifaindex.com/player/228935/marcel-engelhardt/
13434,Germany,Bastian Kurz,Rot-Wei©¬ Erfurt,https://www.fifaindex.com/player/228835/bastian-kurz/
13435,England,Nathan Blissett,Plymouth Argyle,https://www.fifaindex.com/player/228772/nathan-blissett/
13436,Colombia,Juan Mosquera,Envigado,https://www.fifaindex.com/player/228771/juan-mosquera/
13437,Colombia,Michael G?mez,Envigado,https://www.fifaindex.com/player/228713/michael-g%C3%B3mez/
13438,Saudi Arabia,Sultan Mohammed Al Masrahi,Al Batin,https://www.fifaindex.com/player/228701/sultan-mohammed-al-masrahi/
13439,Chile,Francisco Sierralta,Parma,https://www.fifaindex.com/player/228681/francisco-sierralta/
13440,Russia,Dmitriy Barinov,Lokomotiv Moscow,https://www.fifaindex.com/player/228675/dmitriy-barinov/
13441,Argentina,Nicol?s Delgadillo,V?lez Sarsfield,https://www.fifaindex.com/player/228646/nicol%C3%A1s-delgadillo/
13442,France,Dimitry Bertaud,Montpellier HSC,https://www.fifaindex.com/player/228616/dimitry-bertaud/
13443,Saudi Arabia,Omar Mohammed Muzayil,Al Ittihad,https://www.fifaindex.com/player/228610/omar-mohammed-muzayil/
13444,Switzerland,Vincent Sierro,SC Freiburg,https://www.fifaindex.com/player/228593/vincent-sierro/
13445,Argentina,El?as Umeres,Estudiantes,https://www.fifaindex.com/player/228536/el%C3%ADas-umeres/
13446,Denmark,Daniel Iversen,Leicester City,https://www.fifaindex.com/player/228410/daniel-iversen/
13447,England,Jamie Sterry,Newcastle Utd,https://www.fifaindex.com/player/228368/jamie-sterry/
13448,Norway,Markus Nakkim,V?lerenga Fotball,https://www.fifaindex.com/player/228091/markus-nakkim/
13449,Cameroon,Eric Ayuk,J?nk?pings S?dra IF,https://www.fifaindex.com/player/227989/eric-ayuk/
13450,United States,Cameron Porter,Sporting KC,https://www.fifaindex.com/player/227985/cameron-porter/
13451,Spain,Moha,C?diz C.F.,https://www.fifaindex.com/player/227976/moha/
13452,Belgium,Ismail Azzaoui,Willem II,https://www.fifaindex.com/player/227920/ismail-azzaoui/
13453,Costa Rica,Randall Leal,KV Mechelen,https://www.fifaindex.com/player/227911/randall-leal/
13454,France,Roli Pereira de Sa,FC Nantes,https://www.fifaindex.com/player/227877/roli-pereira-de-sa/
13455,Norway,Stian Semb Aasmundsen,J?nk?pings S?dra IF,https://www.fifaindex.com/player/227810/stian-semb-aasmundsen/
13456,Turkey,Daniel Barlaser,Newcastle Utd,https://www.fifaindex.com/player/227806/daniel-barlaser/
13457,Korea Republic,Bae Jae Woo,Jeju United,https://www.fifaindex.com/player/227751/bae-jae-woo/
13458,Switzerland,Roy Gelmi,FC Thun,https://www.fifaindex.com/player/227700/roy-gelmi/
13459,Senegal,Pape Sangon? Sarr,FC Z?rich,https://www.fifaindex.com/player/227698/pape-sangon%C3%A9-sarr/
13460,Iceland,?rni Vilhj?lmsson,J?nk?pings S?dra IF,https://www.fifaindex.com/player/227685/%C3%A1rni-vilhj%C3%A1lmsson/
13461,England,Ezri Konsa,Charlton Ath,https://www.fifaindex.com/player/227678/ezri-konsa/
13462,Ghana,Patrick Kpozo,?stersunds FK,https://www.fifaindex.com/player/227603/patrick-kpozo/
13463,Denmark,Jacob Bruun Larsen,Bor. Dortmund,https://www.fifaindex.com/player/227503/jacob-bruun-larsen/
13464,Colombia,David G?mez,Once Caldas,https://www.fifaindex.com/player/227412/david-g%C3%B3mez/
13465,Colombia,Marvin Vallecilla,Atl?tico Huila,https://www.fifaindex.com/player/227052/marvin-vallecilla/
13466,Sweden,Tim Erlandsson,AFC Eskilstuna,https://www.fifaindex.com/player/227050/tim-erlandsson/
13467,Ivory Coast,Ben Kantie Karamoko,AS Saint-?tienne,https://www.fifaindex.com/player/226759/ben-kantie-karamoko/
13468,Algeria,Isma?l Bennacer,Empoli,https://www.fifaindex.com/player/226754/isma%C3%ABl-bennacer/
13469,Turkey,Sava? Polat,Konyaspor,https://www.fifaindex.com/player/226553/sava%C5%9F-polat/
13470,England,Jerry Yates,Rotherham Utd,https://www.fifaindex.com/player/226507/jerry-yates/
13471,Italy,Enrico Baldini,Borgocalcio,https://www.fifaindex.com/player/226267/enrico-baldini/
13472,Denmark,Jannik Pohl,Aalborg BK,https://www.fifaindex.com/player/226232/jannik-pohl/
13473,United States,Memo Rodriguez,Houston Dynamo,https://www.fifaindex.com/player/226220/memo-rodriguez/
13474,France,Cazim Suljic,Crotone,https://www.fifaindex.com/player/226205/cazim-suljic/
13475,Slovenia,Jon Gorenc Stankovi?,Huddersfield,https://www.fifaindex.com/player/226129/jon-gorenc-stankovi%C4%87/
13476,France,Cl?ment Depr?s,N?mes Olympique,https://www.fifaindex.com/player/226127/cl%C3%A9ment-depr%C3%A8s/
13477,Spain,Akieme,Rayo Vallecano,https://www.fifaindex.com/player/226103/akieme/
13478,Sweden,Elliot K?ck,Djurg?rdens IF,https://www.fifaindex.com/player/226033/elliot-k%C3%A4ck/
13479,Slovakia,Filip Lesniak,Aalborg BK,https://www.fifaindex.com/player/225999/filip-lesniak/
13480,Republic of Ireland,Aaron McEneff,Derry City,https://www.fifaindex.com/player/225998/aaron-mceneff/
13481,France,Marvin Gakpa,US Quevilly Rouen,https://www.fifaindex.com/player/225950/marvin-gakpa/
13482,Netherlands,Menno Heus,FC Utrecht,https://www.fifaindex.com/player/225930/menno-heus/
13483,Australia,Jacob Poscoliero,Perth Glory,https://www.fifaindex.com/player/225834/jacob-poscoliero/
13484,France,Fabien Garcia,N?mes Olympique,https://www.fifaindex.com/player/225827/fabien-garcia/
13485,Senegal,Seydou Sy,AS Monaco,https://www.fifaindex.com/player/225710/seydou-sy/
13486,Mexico,Luis Mart?nez,Tigres,https://www.fifaindex.com/player/225660/luis-mart%C3%ADnez/
13487,England,Tom King,Millwall,https://www.fifaindex.com/player/225650/tom-king/
13488,England,Connal Trueman,Birmingham City,https://www.fifaindex.com/player/225511/connal-trueman/
13489,England,Ben Tilney,MK Dons,https://www.fifaindex.com/player/225496/ben-tilney/
13490,Canada,Louis B?land-Goyette,Montreal Impact,https://www.fifaindex.com/player/225486/louis-b%C3%A9land-goyette/
13491,Republic of Ireland,Kevin Toner,Stevenage,https://www.fifaindex.com/player/225450/kevin-toner/
13492,Sweden,Egzon Binaku,BK H?cken,https://www.fifaindex.com/player/225336/egzon-binaku/
13493,Italy,Saber Hraiech,Carpi,https://www.fifaindex.com/player/225333/saber-hraiech/
13494,France,Dylan Louiserre,Le Havre AC,https://www.fifaindex.com/player/225174/dylan-louiserre/
13495,Russia,Alikhan Shavaev,Amkar Perm,https://www.fifaindex.com/player/225088/alikhan-shavaev/
13496,Saudi Arabia,Muteb Sharahili,Al Raed,https://www.fifaindex.com/player/225081/muteb-sharahili/
13497,Denmark,Thomas Mikkelsen,Ross County,https://www.fifaindex.com/player/224940/thomas-mikkelsen/
13498,Iceland,Adam ?rn Arnarson,Aalesunds FK,https://www.fifaindex.com/player/224936/adam-%C3%B6rn-arnarson/
13499,Scotland,Scott Wright,Aberdeen,https://www.fifaindex.com/player/224915/scott-wright/
13500,France,Valentin Belon,RC Lens,https://www.fifaindex.com/player/224837/valentin-belon/
13501,Belgium,Arno Monsecour,Sport. Lokeren,https://www.fifaindex.com/player/224822/arno-monsecour/
13502,Spain,Queijeiro,RC Deportivo,https://www.fifaindex.com/player/224799/queijeiro/
13503,Norway,Per-Magnus Steiring,Sogndal,https://www.fifaindex.com/player/224792/per-magnus-steiring/
13504,Brazil,Hendrio,Pa?os Ferreira,https://www.fifaindex.com/player/224779/hendrio/
13505,Poland,Krystian Bielik,Arsenal,https://www.fifaindex.com/player/224763/krystian-bielik/
13506,Germany,Maurice Multhaup,FC Ingolstadt,https://www.fifaindex.com/player/224662/maurice-multhaup/
13507,England,Jerell Sellars,Cheltenham Town,https://www.fifaindex.com/player/224525/jerell-sellars/
13508,Portugal,Marco,Pa?os Ferreira,https://www.fifaindex.com/player/224446/marco/
13509,Germany,Korbinian Burger,Greuther F?rth,https://www.fifaindex.com/player/224433/korbinian-burger/
13510,Sweden,Alexander Berntsson,Halmstads BK,https://www.fifaindex.com/player/224400/alexander-berntsson/
13511,Poland,¨©ukasz Moneta,Legia Warszawa,https://www.fifaindex.com/player/224304/%C5%82ukasz-moneta/
13512,Austria,Bernd Gschweidl,Wolfsberger AC,https://www.fifaindex.com/player/224270/bernd-gschweidl/
13513,England,Tyler Denton,Port Vale,https://www.fifaindex.com/player/224097/tyler-denton/
13514,Spain,Juanje,Sevilla Atl?t.,https://www.fifaindex.com/player/224044/juanje/
13515,England,Cameron Humphreys-Grant,Manchester City,https://www.fifaindex.com/player/223963/cameron-humphreys-grant/
13516,Netherlands,Rodney Kongolo,Doncaster,https://www.fifaindex.com/player/223962/rodney-kongolo/
13517,England,Alex Whitmore,Bury,https://www.fifaindex.com/player/223805/alex-whitmore/
13518,Germany,Marlon Ritter,SC Paderborn,https://www.fifaindex.com/player/223755/marlon-ritter/
